"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"416","sp|Q7Z5L7|PODN_HUMAN",1334719.66560161,169417.846467213,380585.2037896,660653.475763676,638311.951367927,1085258.39488154
"417","sp|Q86WI1|PKHL1_HUMAN",6496.16390748451,419325.285727602,1228508.93666634,1293926.52446702,228206.2905434,881706.357901813
"418","sp|P16035|TIMP2_HUMAN",4322807.69342589,158465.163087501,1525113.54715207,7431137.08170457,6526157.75815313,4587716.54444887
"419","sp|P20023|CR2_HUMAN",256903.464518182,99614.5421221439,266177.380817222,1330881.81415419,1584805.05179271,954664.760864459
"420","sp|P49746|TSP3_HUMAN",469524.317017018,219407.697278355,935640.4457997,66600.4556911373,358343.15439284,500867.463140914
"421","sp|P49788|TIG1_HUMAN",669606.512149713,430995.539514799,1850273.60638979,3038775.2630391,3442625.10745701,2273470.58501436
"422","sp|P55285|CADH6_HUMAN",157316.029688766,442710.53993706,270920.503390301,2057064.29824609,6093386.06372379,3056556.63632179
"423","sp|Q01995|TAGL_HUMAN",526438.873588291,165044.41789525,212587.624188879,2779453.59715287,6839974.47773454,6703203.07807997
"424","sp|P69892|HBG2_HUMAN;sp|P02100|HBE_HUMAN",10243873.3677374,4837705.47287696,617397280.180124,144502707.516784,5316127.58733657,8484652.32477756
"425","sp|Q13508|NAR3_HUMAN",421667.315288763,152953.886256308,757478.469152002,1436637.29745665,5374259.08955738,2848767.4295519
"426","sp|P30740|ILEU_HUMAN",565441.731810665,1294728.66973962,2386357.10524922,923325.322806141,1247685.74674998,3202198.46186049
"427","sp|Q6UVK1|CSPG4_HUMAN",1294402.76524552,699000.786941761,1029735.45819439,611458.862076551,575694.468531253,1214608.08797323
"428","sp|P54289|CA2D1_HUMAN",167099.736764627,109638.897546189,260550.802649777,828063.487757264,1352571.78889136,634370.064693437
"429","sp|O15204|ADEC1_HUMAN",195664.730490089,418893.971970252,403465.988422353,1555062.12096378,1570906.94349155,819410.074094395
"430","Int_P02741ups|CRP_HUMAN_UPS",5087041.99035217,5498.80731477354,58888.3633164828,717734.34114329,279097.862535762,240259.429147847
"431","sp|P04207|KV308_HUMAN",41926.7833589325,115324.417852077,1.01047018032754e-05,1067478.83953021,778960.278006283,1976548.84934197
"432","sp|P04434|KV310_HUMAN",4715226.28244269,1237288.73963953,1519154.00117488,14747194.1232883,9532437.84445259,17311837.4437247
"433","sp|P01605|KV113_HUMAN",105199.146464806,205035.651723481,159499.553475238,52695.9990618795,9728.3879912096,2216732.92425824
"434","sp|P06889|LV405_HUMAN",15655730.9959761,12706518.2296808,9268381.05363192,144502707.516784,112171806.993858,130101081.395265
"435","sp|P01701|LV103_HUMAN;sp|P06888|LV109_HUMAN;sp|P01702|LV104_HUMAN",38076284.0272504,18681106.2714512,16773804.9934371,269210523.592914,174376172.690452,138494699.549798
"436","sp|Q12884|SEPR_HUMAN",111515.654949557,45213.4231148369,19110.9843651807,26976.6540418075,382332.287398862,28046.7929444379
"437","sp|P01703|LV105_HUMAN",18554940.4396753,814300.027543234,728999.775108619,45429275.8563041,12338898.7693244,62637375.4782041
"438","sp|P01617|KV204_HUMAN",11596837.7747971,19017702.7808467,21017779.7508127,55029798.205022,36812747.5679843,54033916.8698075
