"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"554","sp|O95633|FSTL3_HUMAN",21.2742245848308,21.1639905997541,16.4418939746053,21.8637436502675,22.5839267877585,12.1514572126895
"555","sp|P01611|KV119_HUMAN",21.2102706564382,21.3744098893399,19.3649181382622,21.7829204246979,22.4294569340284,26.3262919274845
"556","sp|P01612|KV120_HUMAN",22.3007048401038,22.8748272710001,15.9493364881711,24.4110855762817,24.4670902511838,24.8201806226565
"557","sp|CAH2_HUMAN|",20.1060760287084,20.6570471189641,23.2206612039964,20.7601142225786,20.285244878136,19.9433237449515
"558","sp|P27797|CALR_HUMAN",20.8275300163122,21.1331572821387,19.7359264320456,15.376302325246,21.3377093908235,21.3377093908235
"559","sp|P04080|CYTB_HUMAN",20.8421730508031,20.422946507829,22.3858783009708,21.4217670838514,21.7414255504089,21.4835340938143
"560","sp|Q9UHG2|PCSK1_HUMAN",13.2647635624569,12.7290026460451,6.4805663995405,17.6712952072765,16.9768897057156,16.308668623193
"561","sp|P12821|ACE_HUMAN",20.5742345308426,18.7954664697248,19.821160401112,20.8839293217447,20.0362982541525,20.5286038500345
"562","sp|Q96SM3|CPXM1_HUMAN",20.2981779678809,21.3377093908235,21.0506682159232,18.5486852891422,19.5850913240131,19.5165590031141
"563","sp|Q6WN34|CRDL2_HUMAN",19.3649181382622,17.2031037226663,18.1065132116883,19.821160401112,21.5195535793316,18.4462716365775
"564","sp|P01616|KV203_HUMAN",19.8455530400033,16.308668623193,19.4906856944126,22.7258549828612,20.5742345308426,21.6797094216729
"565","sp|Q86SQ4|GP126_HUMAN",21.3980816777332,19.4605324244168,19.8705389654008,20.3667732144169,20.422946507829,19.7359264320456
"566","sp|O00299|CLIC1_HUMAN",19.9433237449515,21.7236545144915,21.9290272560283,18.7954664697248,18.9233068772925,20.2530355121511
"567","sp|P20062|TCO2_HUMAN",16.8803989352473,20.3374159288986,19.2505605896789,19.8611115225094,19.6825373998118,19.8455530400033
"568","sp|Q8WUJ3|CEMIP_HUMAN",18.6881666605776,19.6825373998118,19.2023288676378,18.9673879445045,19.9433237449515,19.2023288676378
"569","sp|P26022|PTX3_HUMAN",19.6008974888276,20.3800193248808,20.8421730508031,19.7970526524737,20.1822967732281,21.2742245848308
"570","sp|Q9H8L6|MMRN2_HUMAN",19.1435409472042,20.5286038500345,20.6913593701121,20.937594619319,19.9200383207661,21.2204467367106
"571","sp|Q24JP5|T132A_HUMAN",16.7666462076514,12.1514572126895,10.912344746005,1.91344446495447,18.5825108274311,-0.187857905734893
"572","sp|P28066|PSA5_HUMAN",-16.6096404744368,-6.32148492844462,17.2681844027395,-16.6096404744368,14.2498098324535,13.7566426354682
"573","sp|P35237|SPB6_HUMAN",25.4252662117119,21.8908243568781,24.2579235442816,23.2156772775165,21.4217670838514,21.2102706564382
"574","sp|P08833|IBP1_HUMAN",22.4689923613891,22.4615892158794,21.8730545955745,22.2554701151099,20.9684442345543,22.5155099283057
"575","sp|P00491|PNPH_HUMAN",15.376302325246,17.5006584096377,18.6881666605776,10.912344746005,14.0582605773638,-12.4551119511544
"576","sp|P62987|RL40_HUMAN;Int_P62988ups|UBIQ_HUMAN_UPS;sp|P0CG47|UBB_HUMAN;sp|RS27A_HUMAN|",24.1248589713605,24.9995468402527,26.2532518966936,25.5435411800402,28.1801067171725,27.0936050331685
