"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"232","sp|P20851|C4BPB_HUMAN",26.5826978682638,26.3465585578284,26.5949205621736,26.018260763331,25.1536653424495,25.174544658775
"233","sp|CAH1_HUMAN|",24.1859595900789,23.0666646680832,26.6727496066576,25.8246992108095,23.3179676913163,23.7090169027887
"234","sp|Q6UXB8|PI16_HUMAN",25.1294733376492,25.3823744307286,26.2583272371687,25.4597417479406,25.335653341717,25.1625256577805
"235","sp|Q9HDC9|APMAP_HUMAN",23.7018578867174,22.9412581055509,22.6799407435844,21.617707749856,21.3853313051406,21.4885538956188
"236","sp|P12830|CADH1_HUMAN",24.08492013807,24.046349134765,24.3632526631411,24.3803538048383,24.1231220773717,24.0710178579219
"237","sp|P00488|F13A_HUMAN",23.4642478462905,24.905720411994,24.3715415482211,24.0448516877826,23.6470807028712,23.5342199726817
"238","sp|Q6YHK3|CD109_HUMAN",22.3009827607212,21.0151898695054,22.4631508579784,21.883139142624,21.5636897701331,21.5988353384548
"239","sp|P20774|MIME_HUMAN",23.7155540189788,23.1578749845282,23.764262221974,24.6437478780044,24.70280892313,24.2518038437093
"240","sp|Q6UWP8|SBSN_HUMAN",17.2296398452235,19.1390158169426,20.5255223656301,20.3199185542896,20.7629957275243,20.0887940539256
"241","sp|P43121|MUC18_HUMAN",23.3964346735937,23.8412388972093,23.5561211055464,23.8951929041121,24.3748848790415,24.0710178579219
"242","sp|P27918|PROP_HUMAN",25.8345932921413,25.9634539779618,26.7766888289171,27.5994996548311,27.7929402299085,27.613695332135
"243","sp|Q86UD1|OAF_HUMAN",23.6677792787701,24.7524252368083,24.1389020089234,24.0938189077852,24.2372159247349,23.6282855803779
"244","sp|Q16853|AOC3_HUMAN",22.2714087313058,21.3352602466527,22.1398876493315,23.8471432687273,23.7715541675095,22.1254783503664
"245","sp|B9A064|IGLL5_HUMAN;sp|P0CG04|LAC1_HUMAN;sp|P0CG06|LAC3_HUMAN;sp|P0CF74|LAC6_HUMAN",31.4531189527394,31.2242635534992,31.8501631449529,33.7024767330351,33.2353289187213,34.0071374782298
"246","sp|P02655|APOC2_HUMAN",29.2765604463615,28.2898727203721,27.2831526627249,28.1661513686581,26.753668717165,27.5336521020234
"247","sp|P02743|SAMP_HUMAN",29.0670599251638,29.0391870969045,28.7291735498618,27.7601688578134,27.5769219563308,27.5711204487072
"248","sp|P02747|C1QC_HUMAN",30.2074850867244,30.1941417906231,30.8754963797239,31.4703177372564,31.0616425231513,31.1373125825752
"249","sp|P02792|FRIL_HUMAN",25.4166036204663,24.9936037588784,25.8519069835322,25.1401810080575,23.2850126409974,23.3061831190019
"250","sp|P0DJI9|SAA2_HUMAN",25.1974928488768,23.6710404681391,24.9825943160031,21.4190389785957,21.6357170624547,21.731054750492
"251","sp|Q14118|DAG1_HUMAN",23.7425518206795,23.8669993307896,24.5646822208702,24.6005747282735,24.6074773673468,24.2790467826951
"252","sp|P01767|HV306_HUMAN",25.1783926573466,25.6962027828918,25.3864590656281,25.5818193555058,25.2315476372986,25.484743506969
"253","sp|Q9Y5Y7|LYVE1_HUMAN",25.0941863920609,25.37376125362,25.3279259608371,26.5900495844527,26.0555940132066,26.3359890254848
"254","sp|P62258|1433E_HUMAN;sp|P27348|1433T_HUMAN;sp|P61981|1433G_HUMAN;sp|Q04917|1433F_HUMAN;sp|P31947|1433S_HUMAN",26.3464110796733,26.2042862589203,25.9633339298292,23.7547389743331,24.4812435002781,25.6289226937938
