"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"347","sp|P09619|PGFRB_HUMAN",135095.308630651,325050.88366359,185082.727533663,850358.096795218,1370164.34499843,570636.333172928
"348","sp|O95428|PPN_HUMAN",148020.48995279,72808.0922626779,178952.635106772,696378.267986033,373077.634450227,498679.935479476
"349","sp|P13591|NCAM1_HUMAN",3563928.1387354,4739861.04223389,4880053.75777832,4896440.94227063,14072463.0592294,11646145.1894148
"350","sp|Q9UJJ9|GNPTG_HUMAN",5381463.62300796,6245619.84526566,5919746.63972626,11382062.5783769,13664565.5792518,13639629.5011165
"351","sp|Q9NZK5|CECR1_HUMAN",999129.884108133,306787.463030017,652808.891776725,4304330.4772716,7921078.63000256,3540818.43033427
"352","sp|P04075|ALDOA_HUMAN",2945673.83452461,5729293.74787916,8863378.1989757,1824972.73741049,3560939.48747057,4665301.87632957
"353","sp|Q14126|DSG2_HUMAN",2731706.95030497,2256941.55786537,2288058.57924307,7020978.76467173,10106532.0135934,9597295.15384442
"354","sp|Q13740|CD166_HUMAN",2013702.70207109,1463116.75110634,1367062.34636059,4488990.74454089,7776803.28447886,4889057.15285883
"355","sp|P11142|HSP7C_HUMAN;sp|P34931|HS71L_HUMAN",3322129.57155783,1930449.81789393,4281868.85937205,845776.854613613,1445018.08878918,973540.354446307
"356","sp|Q7Z7M0|MEGF8_HUMAN",509456.129975389,1225980.50473874,1494856.81118673,4364357.44336435,3994443.08458516,3477033.1205548
"357","sp|O43707|ACTN4_HUMAN;sp|Q9H254|SPTN4_HUMAN",763911.8179565,3493928.70198353,2613615.95636617,190940.383541585,162562.932321344,586868.024539567
"358","sp|P01621|KV303_HUMAN;sp|P18135|KV312_HUMAN",13336363.4410167,8414912.73488791,6401128.22422194,78882642.3910118,77092623.7157787,88342831.076462
"359","sp|P04211|LV001_HUMAN",32374505.4546419,24571545.1858727,34760174.2032672,71756481.4723758,310002084.783025,136396295.011165
"360","sp|A0M8Q6|LAC7_HUMAN;sp|P0CG04|LAC1_HUMAN;sp|P0CG06|LAC3_HUMAN;sp|P0CF74|LAC6_HUMAN",2966857664.05226,1952259754.494,3182981068.03174,14351296294.4752,12848770619.2964,18885640847.6997
"361","sp|B2MG_HUMAN|",942243069.202264,409806250.189041,535549195.573594,2088361046.98915,3660879882.79954,2339721060.57613
"362","sp|P02656|APOC3_HUMAN",836905126.08119,474601078.247678,1495495866.88475,656200651.257727,505792875.172305,1016676998.96784
"363","sp|P69891|HBG1_HUMAN",10243873.3677374,4839454.52595277,618407750.360452,144502707.516784,5040373.56412386,7542168.09257945
"364","sp|P01700|LV102_HUMAN;sp|P04208|LV106_HUMAN",22903754.6052243,16156632.4509848,29000494.1754003,148461685.804916,127467962.49302,271743387.753013
"365","sp|P80748|LV302_HUMAN",95673911.642076,99295970.2716774,61840775.0360452,607703167.228121,572076215.668675,865591872.186237
"366","sp|P13797|PLST_HUMAN",23739.1015995101,205425.915769378,45366.423224108,9.8974457203277e-06,112240.348760726,71403.9089618228
"367","sp|Q14651|PLSI_HUMAN",9.66403147899758e-06,8.41491273488791e-06,129735.495487133,67.5456711995918,1.01974369994416e-05,1.04920226931665e-05
"368","sp|P59665|DEF1_HUMAN",134330037.558066,59577582.1630064,273837418.868762,54831849.2906155,37016696.3079731,212988060.67128
"369","sp|P07585|PGS2_HUMAN",2992244.78675944,5445579.23194237,4610976.20820703,11580011.4927834,16519847.9390954,9787757.0862576
