"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"71","sp|O75882|ATRN_HUMAN",214200839.240214,171835058.058681,219820627.68408,318905388.65983,388216528.290242,273465169.222589
"72","sp|P19320|VCAM1_HUMAN;sp|P49454|CENPF_HUMAN",41055160.8543744,30567643.4938558,62420763.1442529,122890293.082291,364149196.34772,153958737.003269
"73","sp|P98088|MUC5A_HUMAN;sp|Q9HC84|MUC5B_HUMAN",11305044.2932335,10361913.0487647,29551357.9669636,1372734.26507936,5922147.82615471,1748551.41657104
"74","sp|ANT3_HUMAN|",140817218.3894,19255888.415621,9667901.34416744,89679445.2823662,144403991.65513,98081405.1818028
"75","sp|K1C10_HUMAN|",20230079.2615758,56386076.8403612,69990058.3428085,64390451.0860931,141264774.445236,109816721.498835
"76","sp|P00739|HPTR_HUMAN",39468487.9711136,52154962.3454489,62420763.1442529,12898402.6623562,18207459.817386,18087460.0115728
"77","sp|P02765|FETUA_HUMAN",8449033103.36401,9584769570.10734,7507081813.36198,8124978055.02752,9208370482.35614,9560514577.54565
"78","sp|P29622|KAIN_HUMAN",379809821.430565,423974942.245289,514297317.600489,310780410.604803,363102790.611089,304687570.433043
"79","sp|P08253|MMP2_HUMAN",141808888.941438,190831898.648083,265443776.826059,252889941.962732,337989052.931936,359595931.18246
"80","sp|P08697|A2AP_HUMAN",1904007459.91302,2383240001.21588,1503490142.17885,1066403369.72236,1444039916.5513,1227363357.92816
"81","sp|P35858|ALS_HUMAN",218167521.448367,248685913.170353,358763854.61647,89171634.153927,123475876.922503,97543087.9195536
"82","sp|P10909|CLUS_HUMAN",2657677079.46192,3117208842.17004,4023132242.51995,3036710548.06654,2689262743.14265,3262202609.2301
"83","sp|P07357|CO8A_HUMAN",737802890.716294,614806840.893372,564068025.755375,584998419.961981,641446716.555036,479102363.401781
"84","sp|O75339|CILP1_HUMAN",29551782.4507333,9757468.12092008,14827523.4711431,35648341.2164332,34217467.5878461,45756967.2911813
"85","sp|P04217|A1BG_HUMAN",13288385397.3096,12866042035.5495,11509476260.8174,8866382302.54878,10568697939.9769,9022197315.29646
"86","sp|P02760|AMBP_HUMAN",4412933956.56923,3453971016.2549,5910271593.39272,5443735296.86844,4447224380.68336,4435734240.93334
"87","sp|P04004|VTNC_HUMAN",3441096815.57196,3652574349.68955,2944766899.16409,2396868526.23312,3327570242.48779,3003810323.35049
"88","sp|P55058|PLTP_HUMAN",425426666.824315,292724043.627603,429272357.835892,485467438.787894,661328425.551032,584612546.802622
"89","sp|P13796|PLSL_HUMAN",60987738.9503388,48528292.7783813,83988070.0113702,72616991.3668085,56087347.483442,142115757.233787
"90","sp|P22897|MRC1_HUMAN",19040074.5991302,20292079.7204975,30484558.7448677,68046691.2108555,80050038.8523006,80101608.6226798
"91","sp|P07996|TSP1_HUMAN",75466129.0100941,71238152.2102572,68227345.7623229,42859259.2402702,83398537.209521,91729261.4872623
"92","sp|ALBU_BOVIN|",26477603.7394154,24954940.5924416,13168499.8659803,27015552.0329665,21555958.1746064,12811950.8415308
"93","sp|P02750|A2GL_HUMAN",5255853925.80156,6571179858.42494,5122235380.94035,2376556081.09555,4970427248.99906,3843585252.45923
