"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"462","sp|P25786|PSA1_HUMAN",20294466.1058949,27264317.2610368,12832971.2901597,16033862.0669309,58941185.8567726,24866093.7828046
"463","sp|P01598|KV106_HUMAN",7266497.23266138,3539643.84638008,2423857.36436719,60374418.893999,38444337.4878949,54873278.6852609
"464","sp|P02786|TFR1_HUMAN",832516.081325717,1560577.15626737,1028448.70121548,1866785.96167798,1459956.51207994,2398703.42453692
"465","sp|P01772|HV311_HUMAN",9509542.65253716,6082336.70857666,7993959.25808374,83039569.5935494,71687982.1060746,164724756.282714
"466","sp|P00352|AL1A1_HUMAN",669354.486385421,235215.694340891,273014.049772153,234100.596230534,813974.033610804,228523.885105271
"467","sp|Q06141|REG3A_HUMAN",9186699.62032733,9593000.51777222,6539467.13130631,29692337.1609831,244738487.986599,46479660.5307276
"468","sp|O95967|FBLN4_HUMAN",197944.462566183,716911.395529099,876660.555064335,600430.941290161,437805.388462157,15072.9550663643
"469","sp|Q07075|AMPE_HUMAN",91572.8454476215,69203.3723138905,102893.778393981,541546.260687499,611687.481971343,339253.28039333
"470","sp|P50895|BCAM_HUMAN",610179.317057932,991424.770461471,372687.24143987,173782.119580261,291242.003107168,561195.794239412
"471","sp|P48637|GSHB_HUMAN",110200.078071001,380894.845285236,768463.096371021,748927.747686343,1243753.79961661,1368728.60413407
"472","sp|O00592|PODXL_HUMAN",1778827.66738499,962897.319260504,1991584.5568711,2177513.99167566,4378556.89869516,4594175.40319192
"473","sp|Q99969|RARR2_HUMAN",7265600.76617649,4197717.38165409,9883815.20346088,20091814.8122652,22842258.8787492,15003592.4512281
"474","sp|P04083|ANXA1_HUMAN",219220.834569355,409339.266037354,617815.650302283,83016.5858935593,67379.3613411911,176980.073136025
"475","sp|O43240|KLK10_HUMAN",191439.516871149,1080195.80966727,253633.306892452,2076.10638699603,1.01974369994416e-05,49716.1873988746
"476","sp|P49913|CAMP_HUMAN",1487490.81193896,1086631.72257947,901605.538084069,825530.27324467,1339942.89336916,4209618.17398936
"477","sp|P01709|LV206_HUMAN",9.66403147899758e-06,8.41491273488791e-06,12419.8532888571,145149.996408941,3094672.39715765,467181.979676676
"478","sp|P01609|KV117_HUMAN",314081023.067421,214580274.739642,232408141.475333,1445027075.16784,1101323195.9397,1489867222.42964
"479","sp|P01608|KV116_HUMAN",313114619.919521,213738783.466153,232408141.475333,1425232183.72719,1091125758.94025,1489867222.42964
"480","sp|P12318|FCG2A_HUMAN",7231987.62953841,4809091.91608143,5874944.86657201,22566176.2423472,8631609.18313383,22767689.2441713
"481","sp|Q13201|MMRN1_HUMAN",76260.0235512076,110455.392153101,162255.222972579,8018126.52119038,6070671.34520934,6702251.98566566
"482","sp|P83593|KV405_HUMAN;sp|P06312|KV401_HUMAN",2038438.14047952,2431219.12473691,2123103.15400753,25139512.1296324,13052719.3592853,54138837.0967392
"483","sp|P01624|KV306_HUMAN",766027.385680255,1052647.49919933,1969818.16119296,5534101.92287705,3509981.8291522,6069154.95533226
"484","sp|Q6FHJ7|SFRP4_HUMAN",4371185.95870936,2694347.12467441,384642.822280828,4601920.01527078,8052537.1514376,6889360.85858091
