"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"140","sp|P49747|COMP_HUMAN",27.992847220961,27.6696820017098,26.9727692075686,26.3537429563776,25.5435411800402,26.283631364618
"141","sp|Q16363|LAMA4_HUMAN",20.8604143430135,21.4519029412486,22.664302629367,22.4426547742205,22.531561043764,20.8604143430135
"142","sp|P21333|FLNA_HUMAN",19.3115042426507,20.9552134150384,21.6313376744501,17.9402156826239,19.5333976994983,21.1512963608586
"143","sp|P18065|IBP2_HUMAN",27.1090343170608,27.5712922620576,27.3373342440199,26.224417007938,26.9727692075686,27.1840155842823
"144","sp|P18428|LBP_HUMAN",28.8962468739173,28.8638049343043,28.2990535134525,27.1269323105062,27.5203954978481,27.0936050331685
"145","sp|P22792|CPN2_HUMAN",28.1801067171725,27.992847220961,28.3712590554953,27.9077512638899,28.43646717255,27.8546909188209
"146","sp|P43251|BTD_HUMAN",26.2998709490116,26.7656412079797,26.3318087924427,25.9133556574315,25.6231780606924,25.5821381567243
"147","sp|P26038|MOES_HUMAN;sp|P15311|EZRI_HUMAN;sp|P35241|RADI_HUMAN",24.4249321995877,25.4404970226616,25.2812716357379,23.5839956860293,23.5387527976189,24.3534289194689
"148","sp|P80108|PHLD_HUMAN",26.283631364618,25.9800786848631,26.0665643718597,24.7421465347686,24.9823678431069,25.2177794675276
"149","sp|P12259|FA5_HUMAN",24.1091573506145,23.6391665831255,24.0301684219241,23.1879629608269,23.1074805998513,28.8638049343043
"150","sp|P02461|CO3A1_HUMAN",27.3107038261592,27.7994647461411,27.0199885711014,27.3499678808263,27.4009724158748,27.3754701483506
"151","sp|P15169|CBPN_HUMAN",27.3499678808263,27.3499678808263,27.48161377901,26.475275231899,26.1609787564242,26.4269958164807
"152","sp|Q14515|SPRL1_HUMAN",25.8887777679753,25.6417800486925,25.4404970226616,25.774572414785,25.9800786848631,25.3934379840026
"153","sp|Q16270|IBP7_HUMAN",25.6231780606924,25.2647400889656,25.9133556574315,26.2532518966936,26.5919013675562,26.2998709490116
"154","sp|P00742|FA10_HUMAN",25.6070086117813,25.5560623392397,24.4730456720899,24.9134278726745,26.0665643718597,25.9133556574315
"155","sp|O00533|NCHL1_HUMAN",24.0568858808846,23.602827761584,24.0900241280855,24.1248589713605,23.9465572674155,24.2051660403284
"156","sp|P11021|GRP78_HUMAN",22.8748272710001,24.3998209593999,23.9967034281654,21.7236545144915,22.6886894432807,22.8518415277113
"157","sp|P02042|HBD_HUMAN",24.2579235442816,23.8526342653846,29.5578771178046,27.2836317613563,23.4989189198794,22.8748272710001
"158","sp|P00746|CFAD_HUMAN",27.6696820017098,27.6353965748575,28.4614479876796,29.4808072823665,29.6399221692788,29.2297118716005
"159","sp|P05090|APOD_HUMAN",31.1979212631735,30.5198585860339,30.992238423875,30.8221481914713,30.5198585860339,30.7325037493476
"160","sp|P07360|CO8G_HUMAN",29.4186427643317,29.9802636845736,29.6747925817582,28.8638049343043,29.305874126272,29.0719677293381
"161","sp|Q9UK55|ZPI_HUMAN",26.244490612786,26.4859839831535,25.9565315797717,24.9553037302901,24.6134523668434,25.0889662050504
"162","sp|Q12841|FSTL1_HUMAN",28.8103621151038,28.4489575801148,28.3428822272472,28.1801067171725,27.6136450288702,28.0584619244808
