"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"301","sp|P35542|SAA4_HUMAN",497818617.123091,586311580.009269,117168542.114628,231561874.568284,284622360.363735,313300646.62903
"302","sp|P10451|OSTP_HUMAN",78143639.5005967,34885107.2641745,42305101.9316531,22242127.4256378,31078250.377952,26054555.4928609
"303","sp|Q9UGM5|FETUB_HUMAN",30345118.8923637,19773984.0680593,23537397.3982482,13101527.1137319,40914464.302287,17226152.3919741
"304","sp|P01781|HV320_HUMAN",23006756.8072823,25127639.1432544,21359928.9164719,119843426.311656,83398537.209521,96466453.3950552
"305","sp|P01768|HV307_HUMAN",2138775.9202623,782827.416084307,1326279.54807572,33820221.154052,21451317.6009433,42527063.7176862
"306","sp|Q9UHG3|PCYOX_HUMAN",2178166.31417744,609750.873045456,117704.147412968,1791488.39061754,3670625.60587278,3367888.40356487
"307","sp|Q9HCU0|CD248_HUMAN",4379504.45170056,3910075.58094481,8581204.90063755,6436806.71981128,7250307.77106758,7109704.59779793
"308","sp|P05451|REG1A_HUMAN",10313373.7411955,3479024.42178958,8164603.69953439,17468702.8183092,37984528.2397191,44787996.2191328
"309","sp|Q13093|PAFA_HUMAN",2359929.5452019,2325588.110487,2523951.91497327,7011080.45413048,14963602.0338287,7129797.45433646
"310","sp|P13598|ICAM2_HUMAN",8939152.23562047,3766888.92075619,6195557.85245699,20921818.4916959,10987260.2346295,13457931.5562298
"311","sp|P32119|PRDX2_HUMAN",660875.031676633,3385392.80080047,26855444.6085739,6492452.79021844,1796841.97698908,2795219.79685763
"312","sp|Q15848|ADIPO_HUMAN",79829479.4390614,76332759.4592332,41579279.1043944,219374407.485743,230209262.058904,469412652.681295
"313","sp|P78324|SHPS1_HUMAN",3014609.69790946,2722078.00324657,5694515.37860601,7086818.25870883,21137395.8799539,10308870.2879177
"314","sp|P09382|LEG1_HUMAN",772509.326716325,1459591.97867519,1979710.78285556,2695511.36321437,3563567.96994436,6122053.61529167
"315","sp|P09960|LKHA4_HUMAN",1243305.99963894,1776107.2915646,1934398.81884498,1130030.01396519,2573984.59292832,2802145.97408814
"316","sp|P29401|TKT_HUMAN",3247160.00642634,2151656.89786305,6744418.87486622,1926269.55353658,7948448.51499201,14103912.2709288
"317","sp|P98095|FBLN2_HUMAN",2177860.74577189,2500866.76815047,5531528.05321211,6287036.30386149,11824384.8239346,9444254.22856346
"318","sp|Q6UX71|PXDC2_HUMAN",7759555.05645142,3770876.85755821,3379680.88601166,8134302.3499214,11196541.3819558,8062841.65864976
"319","sp|P62805|H4_HUMAN",1287086.20472839,41879398.5720906,11613165.2361401,988215.323332254,303513.178482005,3754605.25474796
"320","sp|P15085|CBPA1_HUMAN",329991.202755076,77121.267348757,307585.8477523,2074683.84361792,11824384.8239346,10004275.4760087
"321","sp|P17936|IBP3_HUMAN",17056733.4950541,32121930.4511705,41579279.1043944,24374934.1650826,12138306.544924,29392122.5188059
"322","sp|P16930|FAAA_HUMAN",2628482.64152793,1825860.78384981,2972868.08697065,10109329.1380964,11824384.8239346,12919614.2939806
"323","sp|Q02818|NUCB1_HUMAN",3023924.74599754,3657377.85194382,3158099.54279676,2906524.91843842,7003023.47994353,8021117.34439989
