"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"94","sp|P01877|IGHA2_HUMAN",1117555555.55556,562191419.141914,1031785714.28571,2837992831.54122,1816511627.90698,2315409836.06557
"95","sp|P01860|IGHG3_HUMAN",1468627450.98039,2019933993.39934,1230500000,5545591397.84946,3010930232.55814,3118397085.6102
"96","sp|Q06033|ITIH3_HUMAN",958104575.163399,913914191.419142,445833333.333333,300673835.125448,413069767.44186,332109289.617486
"97","sp|Q92954|PRG4_HUMAN",195816993.464052,159617161.716172,194892857.142857,289168458.781362,200728682.170543,231540983.606557
"98","sp|Q07954|LRP1_HUMAN",7284459.18222222,5955569.28835644,7816821.30825,7746953.40501792,11280620.1550388,8653551.91256831
"99","sp|Q99715|COCA1_HUMAN",46156862.745098,15396699.669967,23820238.0952381,4184815.51066667,10948837.2093023,7403697.53661931
"100","sp|Q96PD5|PGRP2_HUMAN",1239241830.06536,1497293729.37294,1064904761.90476,488594982.078853,508457364.341085,453726775.956284
"101","sp|TRFL_HUMAN|",14826143.7908497,14266666.6666667,43309523.8095238,8590681.00358423,6784277.27972093,20035701.2750455
"102","sp|P02749|APOH_HUMAN",9972679738.56209,13249636963.6964,12317738095.2381,4057562724.01434,4263410852.71318,4007140255.00911
"103","sp|P51884|LUM_HUMAN",3203006535.94771,3121716171.61716,2560357142.85714,3635698924.73118,3757441860.46512,3430236794.17122
"104","sp|Q14520|HABP2_HUMAN",520313725.490196,423762376.237624,360488095.238095,195591397.849462,207364341.085271,178528233.151184
"105","sp|O43866|CD5L_HUMAN",177633986.928105,185042904.290429,117445238.095238,394250896.057348,953875968.992248,849763205.82878
"106","sp|Q16610|ECM1_HUMAN",307712418.300654,497214521.452145,310809523.809524,339025089.605735,267914728.682171,285333333.333333
"107","sp|P05160|F13B_HUMAN",85040522.875817,142666666.666667,129928571.428571,71103225.8064516,94558139.5348837,71879052.8233151
"108","sp|P00748|FA12_HUMAN",1049019607.84314,816448844.884488,703142857.142857,401921146.953405,482744186.046512,320415300.546448
"109","sp|P07942|LAMB1_HUMAN",8650337.24107189,9387317.71277888,15667857.1428571,22780645.1612903,34256589.1472868,27831693.989071
"110","sp|P03951|FA11_HUMAN",81823529.4117647,110036963.69637,189797619.047619,46174910.3942652,48606201.5503876,41396721.3114754
"111","sp|P12109|CO6A1_HUMAN",222392156.862745,234481848.184818,135023809.523809,98179211.4695341,105341085.271318,172291438.979964
"112","sp|P26927|HGFL_HUMAN",64200000,94640264.0264026,50060714.2857143,29453763.4408602,39648062.0155039,25726775.9562842
"113","sp|P01833|PIGR_HUMAN",53290196.0784314,42234983.4983498,179607142.857143,47325448.0286738,60716279.0697674,54493989.0710382
"114","sp|P35443|TSP4_HUMAN",35946405.2287582,18080528.0528053,14394047.6190476,11582078.8530466,5148088.36315504,10368670.3096539
"115","sp|P04220|MUCB_HUMAN",59304575.1633987,466472.90220198,591749.538410714,2221757.08311111,289361.922483721,131604.323269945
"116","sp|Q03591|FHR1_HUMAN",362261437.908497,213293729.372937,122667857.142857,117354838.709677,128565891.472868,105245901.639344
