"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"71","sp|O75882|ATRN_HUMAN",302117647.058824,281095709.570957,270047619.047619,240845878.136201,307728682.170543,198018214.936248
"72","sp|P19320|VCAM1_HUMAN;sp|P49454|CENPF_HUMAN",57905882.3529412,50003960.3960396,76683333.3333333,92810035.8422939,288651162.790698,111482695.810565
"73","sp|P98088|MUC5A_HUMAN;sp|Q9HC84|MUC5B_HUMAN",15945098.0392157,16950495.049505,36303571.4285714,1036725.62859498,4694325.49455814,1266139.41811293
"74","sp|ANT3_HUMAN|",198614379.084967,31499669.9669967,11876927.8692619,67728315.4121864,114465116.27907,71021493.6247723
"75","sp|K1C10_HUMAN|",28533333.3333333,92238943.8943894,85982142.8571429,48629390.6810036,111976744.186046,79519125.6830601
"76","sp|P00739|HPTR_HUMAN",55667973.8562091,85317491.7491749,76683333.3333333,9741218.63799283,14432558.1395349,13097267.7595628
"77","sp|P02765|FETUA_HUMAN",11916862745.098,15679207920.7921,9222380952.38095,6136200716.84588,7299224806.20155,6922841530.05464
"78","sp|P29622|KAIN_HUMAN",535699346.405229,693557755.775578,631809523.809524,234709677.419355,287821705.426357,220626593.806922
"79","sp|P08253|MMP2_HUMAN",200013071.895425,312171617.161716,326095238.095238,190989247.311828,267914728.682171,260386156.648452
"80","sp|P08697|A2AP_HUMAN",2685490196.07843,3898613861.38614,1847023809.52381,805376344.086022,1144651162.7907,888743169.398907
"81","sp|P35858|ALS_HUMAN",307712418.300654,406811881.188119,440738095.238095,67344802.8673835,97875968.9922481,70631693.989071
"82","sp|P10909|CLUS_HUMAN",3748496732.02614,5099273927.39274,4942380952.38095,2293405017.92115,2131705426.35659,2362185792.34973
"83","sp|P07357|CO8A_HUMAN",1040627450.98039,1005729372.93729,692952380.952381,441806451.612903,508457364.341085,346921675.774135
"84","sp|O75339|CILP1_HUMAN",41681045.751634,15961716.1716172,18215476.1904762,26922580.6451613,27123255.8139535,33132969.0346084
"85","sp|P04217|A1BG_HUMAN",18742483660.1307,21046864686.4686,14139285714.2857,6696129032.25806,8377519379.84496,6533041894.35337
"86","sp|P02760|AMBP_HUMAN",6224183006.53595,5650165016.50165,7260714285.71429,4111254480.28674,3525193798.44961,3211948998.17851
"87","sp|P04004|VTNC_HUMAN",4853464052.28758,5975049504.95049,3617619047.61905,1810179211.46953,2637674418.60465,2175081967.21311
"88","sp|P55058|PLTP_HUMAN",600039215.686275,478851485.148515,527357142.857143,366637992.831541,524217054.263566,423322404.371585
"89","sp|P13796|PLSL_HUMAN",86019607.8431372,79384818.4818482,103178571.428571,54842293.90681,44458914.7286822,102907103.825137
"90","sp|P22897|MRC1_HUMAN",26854901.9607843,33194719.4719472,37450000,51390681.0035842,63453488.372093,58002185.7923497
"91","sp|P07996|TSP1_HUMAN",106440522.875817,116534653.465347,83816666.6666667,32368458.781362,66107751.9379845,66421857.9234973
"92","sp|ALBU_BOVIN|",37345098.0392157,40822442.2442244,16177380.952381,20402867.3835125,17086821.7054264,9277231.32969034
"93","sp|P02750|A2GL_HUMAN",7413071895.42484,10749438943.8944,6292619047.61905,1794838709.67742,3939922480.62016,2783169398.9071
