"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P49747|COMP_HUMAN","27.6931198017687","27.0813156888289","26.6320082874653","26.589780052076","26.0833462240562","26.814211618686",-0.650682552329775,-1.53623260329438
"sp|Q16363|LAMA4_HUMAN","20.3024277801934","20.9022621580756","22.4629211716583","22.7051612917158","22.9522204135243","21.5176994298725",1.20130929006879,1.51974994067549
"sp|P21333|FLNA_HUMAN","18.817275600877","20.4711660578325","21.2249336900603","18.3466051604262","19.9675706745616","21.7995195467918",-0.157470444473404,-0.133348719937232
"sp|P18065|IBP2_HUMAN","26.7259844356743","26.9976577597819","27.071119921723","26.3910001879615","27.5240256065923","27.7581170566151",0.260959380775804,0.538079781660932
"sp|P18428|LBP_HUMAN","28.6526677580314","28.4629500298405","28.1312409141605","27.1699733086493","27.9539363823526","27.6997528941011",-0.801936037691153,-2.42237503324352
"sp|P22792|CPN2_HUMAN","28.1312409141605","27.6797614189136","28.2076929745984","28.1603872598201","28.6215665407436","28.1213931282042",0.308460154835447,1.02578141011828
"sp|P43251|BTD_HUMAN","25.8646690442555","26.351107460838","25.9715842481721","26.0400930261023","26.1565349343244","26.0690720930741",0.0103217207315559,0.0438492848031675
"sp|P26038|MOES_HUMAN;sp|P15311|EZRI_HUMAN;sp|P35241|RADI_HUMAN","23.9494904773214","24.8904112445674","24.9583686286679","24.0019578972156","23.8950426932991","24.9360699615591",-0.32266223786325,-0.677104339800248
"sp|P80108|PHLD_HUMAN","25.8599388923431","25.6430634759743","25.6811028369934","24.9715842481721","25.3811299439374","25.6917895157907",-0.404695983227826,-1.43092137615152
"sp|P12259|FA5_HUMAN","23.598325161209","23.2476478944058","23.7285815471603","23.5044582377448","23.5044582377448","29.0608515862691",1.9110591610843,1.10142150836363
"sp|P02461|CO3A1_HUMAN","26.9539363823526","27.3066080006711","26.6730355557253","27.4707273804322","27.8915705013923","27.8384591649327",0.737667433281694,2.25639519969769
"sp|P15169|CBPN_HUMAN","27.0190314105745","26.8263863326321","27.2169707881864","26.6997528941011","26.6594890238874","26.9539363823526",-0.247477944089278,-1.016865064705
"sp|Q14515|SPRL1_HUMAN","25.6208677298601","25.1565349343244","25.0813156888289","25.9202532560963","26.4169953964944","25.8623059068871",0.780306437322439,2.36198675774984
"sp|Q16270|IBP7_HUMAN","25.194602975158","24.7945158173451","25.5255198532726","26.4186046493561","26.9976577597819","26.8263863326321",1.60407565612987,5.39579195840185
"sp|P00742|FA10_HUMAN","25.1908410563618","25.0147819375732","24.1718828986579","25.0813156888289","26.5150274794549","26.4218177799513",1.20879832394979,2.27839242086769
"sp|O00533|NCHL1_HUMAN","23.5403778119997","23.2106594529519","23.7491918268356","24.5403778119997","24.2820658164083","24.7745474011125",1.05273956174967,4.12972548347582
"sp|P11021|GRP78_HUMAN","22.5521058351159","23.8480452137619","23.6864560714876","22.0212676092571","23.2203879481829","23.3238859921029",-0.504942735402408,-0.851042950140934
"sp|P02042|HBD_HUMAN","23.7491918268356","23.4040563407869","29.2353493175013","27.3238859921029","23.8764270151317","23.337560929",-0.427599291371522,-0.19974073227252
"sp|P00746|CFAD_HUMAN","27.3661967969609","27.0505096420477","28.3238859921029","29.7911033557068","29.8973528539863","29.372437736935",2.10682401050707,4.87839596684159
"sp|P05090|APOD_HUMAN","30.932976763717","30.27586447724","30.9045483553905","30.9814171187747","30.5844135423262","30.9608557962924",0.137508311018221,0.486203667749783
"sp|P07360|CO8G_HUMAN","29.2935123430594","29.7389234913818","29.3641104697124","29.1627897500354","29.5645637664671","29.3087790997127",-0.110837955792961,-0.428045342739163
"sp|Q9UK55|ZPI_HUMAN","25.8575679878804","25.9976577597819","25.5521549797761","25.1718828986579","25.0649676947414","25.6096404744368",-0.503526028140661,-1.97560866945032
"sp|Q12841|FSTL1_HUMAN","28.5969044865093","27.9649915708616","28.1889564120168","28.4353943073199","28.0453107353734","28.248981183089",0.0021811511317789,0.00740110860346264
