"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1",2,"MedI-G",1e-06,0,0,0,0,2
"2",2,"MedI-G",2e-06,0,0,0,0,2
"3",3,"MedI-G",3e-06,0,0,0,0,3
"4",3,"MedI-G",4e-06,0,0,0,0,3
"5",3,"MedI-G",5e-06,0,0,0,0,3
"6",3,"MedI-G",6e-06,0,0,0,0,3
"7",3,"MedI-G",7e-06,0,0,0,0,3
"8",3,"MedI-G",8e-06,0,0,0,0,3
"9",3,"MedI-G",9e-06,0,0,0,0,3
"10",3,"MedI-G",1e-05,0,0,0,0,3
"11",3,"MedI-G",2e-05,0,0,0,0,3
"12",3,"MedI-G",3e-05,0,0,0,0,3
"13",4,"MedI-G",4e-05,0,0,0,0,4
"14",4,"MedI-G",5e-05,0,0,0,0,4
"15",4,"MedI-G",6e-05,0,0,0,0,4
"16",4,"MedI-G",7e-05,0,0,0,0,4
"17",4,"MedI-G",8e-05,0,0,0,0,4
"18",4,"MedI-G",9e-05,0,0,0,0,4
"19",4,"MedI-G",1e-04,0,0,0,0,4
"20",6,"MedI-G",2e-04,0,0,0,0,6
"21",15,"MedI-G",3e-04,0,0,0,0,15
"22",29,"MedI-G",4e-04,0,0,0,0,29
"23",31,"MedI-G",5e-04,0,0,0,0,31
"24",38,"MedI-G",6e-04,0,0,0,0,38
"25",39,"MedI-G",7e-04,0,0,0,0,39
"26",49,"MedI-G",8e-04,0,0,0,0,49
"27",57,"MedI-G",9e-04,0,0,0,0,57
"28",64,"MedI-G",0.001,0,0,0,0,64
"29",119,"MedI-G",0.002,0,0,4,4,119
"30",145,"MedI-G",0.003,0,1,2,3,145
"31",171,"MedI-G",0.004,0,0,1,1,171
"32",211,"MedI-G",0.005,3,2,5,10,211
"33",230,"MedI-G",0.006,3,0,5,8,230
"34",255,"MedI-G",0.007,4,1,6,11,255
"35",268,"MedI-G",0.008,4,3,7,14,268
"36",298,"MedI-G",0.009,4,3,5,12,298
"37",312,"MedI-G",0.01,1,2,6,9,312
"38",516,"MedI-G",0.02,0,3,5,8,516
"39",654,"MedI-G",0.03,6,3,6,15,654
"40",787,"MedI-G",0.04,13,0,5,18,787
"41",899,"MedI-G",0.05,6,0,8,14,899
"42",976,"MedI-G",0.06,3,0,11,14,976
"43",1060,"MedI-G",0.07,4,0,11,15,1060
"44",1118,"MedI-G",0.08,0,0,7,7,1118
"45",1173,"MedI-G",0.09,10,0,9,19,1173
"46",1253,"MedI-G",0.1,0,0,4,4,1253
